Fund Name,AUM,5 Year return,Logo URL
Bandhan Nifty 50 Index Fund Direct Plan Growth,1952.9697,18.08,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
SBI Nifty 500 Index Fund Direct Growth,848.4814,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
ICICI Prudential Retirement Fund Pure Equity Plan Direct Growth,1332.5692726,29.64,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
DSP Multi Asset Allocation Fund Direct Growth,3877.8634,NA,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
SBI Innovative Opportunities Fund Direct Growth,7237.1377,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
Zerodha Nifty Large Midcap 250 Index Fund Direct Growth,1057.7793,NA,https://assets-netstorage.groww.in/mf-assets/logos/zerodha_groww.png
Franklin U.S. Opportunities Equity Active FoF Direct Growth,4282.23497756,13.25,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
ICICI Prudential Multicap Fund Direct Plan Growth,15281.49255805,25.37,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Taurus Ethical Fund Direct Growth,326.9465,17.21,https://assets-netstorage.groww.in/mf-assets/logos/taurus_groww.png
Edelweiss Aggressive Hybrid Fund Direct Growth,3044.71951551,21.96,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Zerodha Silver ETF FoF Direct Growth,27.2245,NA,https://assets-netstorage.groww.in/mf-assets/logos/zerodha_groww.png
Canara Robeco Large and Mid Cap Fund Direct Growth,25511.328,21.77,https://assets-netstorage.groww.in/mf-assets/logos/canara_groww.png
Mirae Asset Midcap Fund Direct Growth,16807.4183,27.48,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
DSP Small Cap Direct Plan Growth,16627.5115,27.31,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Aditya Birla Sun Life Digital India Fund Direct Growth,4617.05950725,19.15,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Groww Liquid Fund Direct Growth,302.81756002,5.61,https://assets-netstorage.groww.in/mf-assets/logos/indiabulls_groww.png
SBI Short Term Debt Fund Direct Growth,16386.6695,6.42,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
Bandhan ELSS Tax Saver Fund Direct Plan Growth,6899.2343,24.17,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Kotak Debt Hybrid Fund Direct Growth,3065.4485,12.23,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Axis Nifty Smallcap 50 Index Fund Direct Growth,509.754803,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
HSBC Flexi Cap Fund Direct Growth,4975.4101,21.55,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
Kotak Silver ETF FoF Direct Growth,224.8569,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
HDFC Multi Asset Fund Direct Growth,4714.593,16.95,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Invesco India Large & Mid Cap Fund Direct Growth,8124.5469,24.64,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
Canara Robeco ELSS Tax Saver Direct Growth,8741.5107,20.54,https://assets-netstorage.groww.in/mf-assets/logos/canara_groww.png
Kotak Nifty Midcap 150 Momentum 50 Index Fund Direct Growth,251.8158,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
HDFC Children's Fund Direct Plan,10118.8271,19.05,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Motilal Oswal Nifty Smallcap 250 Index Fund Direct Growth,965.2737,27.28,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
SBI Quant Fund Direct Growth,3602.0364,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
Invesco India Infrastructure Fund Direct Growth,1523.7059,31.55,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
DSP Nifty 50 Equal Weight Index Fund Direct Growth,2234.5495,23.31,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Aditya Birla Sun Life Credit Risk Fund Direct Growth,1033.464,10.29,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Motilal Oswal Nifty 500 Index Fund Direct Growth,2426.9819,20.15,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
Groww Large Cap Fund Direct Growth,126.70064122,17.95,https://assets-netstorage.groww.in/mf-assets/logos/indiabulls_groww.png
Tata Resources & Energy Fund Direct Growth,1155.98271335,24.72,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Parag Parikh Dynamic Asset Allocation Fund Direct Growth,2510.4394,NA,https://assets-netstorage.groww.in/mf-assets/logos/ppfas_groww.png
LIC MF Small Cap Fund Direct Growth,604.3554,28.27,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
Sundaram Mid Cap Fund Direct Growth,12501.03147525,26.91,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
Invesco India Arbitrage Fund Direct Growth,25149.7833,6.52,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
Groww Aggressive Hybrid Fund Direct Growth,48.03383756,16.4,https://assets-netstorage.groww.in/mf-assets/logos/indiabulls_groww.png
DSP ELSS Tax Saver Fund Direct Plan Growth,16474.9292,24.56,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Quant PSU Fund Direct Growth,587.6018,NA,https://assets-netstorage.groww.in/mf-assets/logos/escorts_groww.png
DSP Silver ETF FoF Direct Growth,204.2913,NA,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Invesco India Gold ETF FoF Direct Growth,193.1552,16.54,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
HDFC Liquid Direct Plan Growth,63201.1382,5.69,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
ICICI Prudential All Seasons Bond Fund Direct Plan Growth,14848.31909796,7.44,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Nippon India Corporate Bond Fund Direct Growth,10041.6243,7.09,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
Bandhan Nifty 500 Momentum 50 Index Fund Direct Growth,25.5392,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
HDFC NIFTY Next 50 Index Fund Direct Growth,1981.1218,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Tata Large & Mid Cap Fund Direct Plan Growth,8501.26220659,20.62,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Kotak Infrastructure and Economic Reform Fund Direct Growth,2313.1709,31.86,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Helios Flexi Cap Fund Direct Growth,3938.7426,NA,https://assets-netstorage.groww.in/mf-assets/logos/helios_groww.png
Aditya Birla Sun Life International Equity Fund Direct Growth,249.7501,13.74,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Zerodha Multi Asset Passive FoF Direct Growth,30.1317,NA,https://assets-netstorage.groww.in/mf-assets/logos/zerodha_groww.png
ITI Small Cap Fund Direct Growth,2622.42111021,26.28,https://assets-netstorage.groww.in/mf-assets/logos/iti_groww.png
Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund Direct Growth,323.7329,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Mirae Asset Large Cap Fund Direct Growth,39476.5152,17.93,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
Nippon India Nifty Next 50 Junior BeES FoF Direct Growth,591.5598,20.77,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
DSP Nifty500 Flexicap Quality 30 Index Fund Direct Growth,41.2376,NA,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
SBI Magnum Gilt Fund Direct Growth,11322.0103,6.62,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
SBI Dynamic Asset Allocation Active FoF Direct Growth,NA,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
Kotak Arbitrage Fund Direct Growth,72273.5735,6.48,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Motilal Oswal Business Cycle Fund Direct Growth,1976.1941,NA,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
Kotak International REIT FOF Direct Growth,85.3825,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
HDFC Nifty Top 20 Equal Weight Index Fund Direct Growth,77.8581,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Tata Multicap Fund Direct Growth,3058.22486928,NA,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
DSP Value Fund Direct Growth,1063.3733,NA,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
SBI Dividend Yield Fund Direct Growth,8954.0425,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
ICICI Prudential Passive Multi Asset FoF Direct Growth,1186.73610885,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Tata Money Market Fund Direct Growth,41336.46131852,6.39,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Groww Nifty Non Cyclical Consumer Index Fund Direct Growth,51.06778204,NA,https://assets-netstorage.groww.in/mf-assets/logos/indiabulls_groww.png
UTI Transportation and Logistics Fund Direct Growth,3740.7839,28.27,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Quantum Ethical Fund Direct Growth,72.31595354,NA,https://assets-netstorage.groww.in/mf-assets/logos/quantum_groww.png
Bandhan Infrastructure Fund Direct Plan Growth,1612.5799,34.71,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Tata ELSS Fund Direct Growth,4472.43977628,21.2,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
HDFC Transportation and Logistics Fund Direct Growth,1533.4308,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
HDFC Nifty LargeMidcap 250 Index Fund Direct Growth,452.1649,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
HDFC Hybrid Equity Fund Direct Plan Growth,23995.8596,18.39,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
SBI Consumption Opportunities Fund Direct Growth,3174.73490806,25.58,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
HDFC Technology Fund Direct Growth,1411.0117,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
WhiteOak Capital Mid Cap Fund Direct Growth,3581.58172265,NA,https://assets-netstorage.groww.in/mf-assets/logos/whiteoak_groww.png
Canara Robeco Infrastructure Direct Growth,888.7269,33.34,https://assets-netstorage.groww.in/mf-assets/logos/canara_groww.png
Axis Overnight Fund Direct Growth,9723.0991,5.32,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
ICICI Prudential Retirement Fund Hybrid Aggressive Plan Direct Growth,915.91312953,22.51,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
SBI Nifty Midcap 150 Index Fund Direct Growth,882.7412,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
UTI Multi Asset Allocation Fund Direct Growth,5940.7196364,16.78,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Kotak Global Emerging Market Overseas Equity Omni FoF Direct Growth,116.0947,10.31,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Kotak Multi Asset Allocation Fund Direct Growth,8373.71933349,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Invesco India Invesco Global Equity Income FoF Direct Growth,98.6112,20.82,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
Motilal Oswal BSE 1000 Index Fund Direct Growth,49.9427,NA,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
Axis Corporate Bond Fund Direct Growth,9588.466803,6.93,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
UTI Nifty 500 Value 50 Index Fund Direct Growth,514.3107,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Bandhan Nifty Alpha 50 Index Fund Direct Growth,485.9016,NA,https://assets-netstorage.groww.in/mf-assets/logos/bandhan_groww.png
Invesco India Focused Fund Direct Growth,4144.8827,NA,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
Quant Liquid Direct Fund Growth,1514.4442,5.96,https://assets-netstorage.groww.in/mf-assets/logos/escorts_groww.png
HDFC NIFTY Midcap 150 Index Fund Direct Growth,387.8626,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
ICICI Prudential Manufacturing Fund Direct Growth,6490.27057085,30.14,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
DSP Healthcare Fund Direct Growth,3106.9238,18.5,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Bank of India Mid & Small Cap Equity & Debt Fund Direct Growth,1252.81,23.29,https://assets-netstorage.groww.in/mf-assets/logos/boi_groww.png
HDFC NIFTY200 Momentum 30 Index Fund Direct Growth,687.4411,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Tata Infrastructure Direct Plan Growth,2138.30543101,29.83,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
DSP Nifty Smallcap250 Quality 50 Index Fund Direct Growth,273.9481,NA,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Quant Aggressive Hybrid Fund Direct Growth,2057.6892,22.97,https://assets-netstorage.groww.in/mf-assets/logos/escorts_groww.png
ICICI Prudential Thematic Advantage Fund (FOF)Direct Growth,5976.69512413,26.8,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Axis Nifty500 Quality 50 Index Fund Direct Growth,NA,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF FoF Direct Growth,208.7742,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
LIC MF Nifty 50 Index Fund Direct Growth,329.3816,17.83,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
Edelweiss Europe Dynamic Equity Offshore Fund Direct Growth,147.1684,18.09,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Axis India Manufacturing Fund Direct Growth,5205.343493,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Mahindra Manulife Liquid Fund Direct Growth,1207.0982,5.78,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
SBI Magnum Children's Benefit Fund Savings Plan Direct,127.9248,13.8,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
Edelweiss US Value Equity Offshore Fund Direct Growth,177.8229,16.7,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
HDFC Multi Asset Active FoF Direct Growth,4510.9188,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Motilal Oswal Nifty Capital Market Index Fund Direct Growth,245.7978,NA,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
Nippon India Index Fund Nifty 50 Plan Direct Growth,2606.5928,18.05,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
ICICI Prudential Nifty EV & New Age Automotive ETF FoF Direct Growth,21.95971543,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
UTI Small Cap Fund Direct Growth,4681.0561,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Motilal Oswal Manufacturing Fund Direct Growth,786.4318,NA,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
ICICI Prudential Banking & PSU Debt Direct Growth,10156.89146373,6.85,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
ICICI Prudential Focused Equity Fund Direct Growth,12559.52334485,26.46,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
HDFC NIFTY50 Equal Weight Index Fund Direct Growth,1525.8558,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Nippon India Short Duration Fund Direct Growth,8935.1299,6.98,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
Motilal Oswal Infrastructure Fund Direct Growth,49.4337,NA,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
SBI Conservative Hybrid Fund Direct Growth,9786.6094,11.83,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
Motilal Oswal Special Opportunities Fund Direct Growth,43.6597,NA,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
Invesco India Contra Fund Direct Growth,18980.5362,23.52,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
ICICI Prudential Nifty Midcap 150 Index Fund Direct Growth,783.48434982,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
HSBC Asia Pacific (Ex Japan) Dividend Yield Fund Direct Growth,30.1995,13.02,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
LIC MF Liquid Fund Direct Growth,12211.1719,5.72,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
SBI Nifty IT Index Fund Direct Growth,59.6324,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
Nippon India Vision Large & Mid Cap Direct Growth,6176.7294,24.38,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
Navi Nifty Next 50 Index Fund Direct Growth,935.20991724,NA,https://assets-netstorage.groww.in/mf-assets/logos/peerless_groww.png
Franklin India Multi Cap Fund Direct Growth,4931.46461164,NA,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
HDFC Banking & Financial Services Fund Direct Growth,4041.1906,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Franklin India Corporate Debt Fund Direct Growth,1071.46429522,6.85,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
ICICI Prudential Income Plus Arbitrage Active FoF Direct Growth,1631.13417072,11.69,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Motilal Oswal Nifty 200 Momentum 30 Index Fund Direct Growth,870.6874,NA,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
Groww Overnight Fund Direct Growth,34.35915162,5.16,https://assets-netstorage.groww.in/mf-assets/logos/indiabulls_groww.png
Tata Nifty200 Alpha 30 Index Fund Direct Growth,209.9954969,NA,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
ICICI Prudential Dividend Yield Equity Fund Direct Growth,5779.13631937,30.51,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
