Fund Name,AUM,5 Year return,Logo URL
Aditya Birla Sun Life BSE 500 Quality 50 Index Fund Direct Growth,73.4045,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Quantum ELSS Tax Saver Fund Direct Growth,219.9382,21.25,https://assets-netstorage.groww.in/mf-assets/logos/quantum_groww.png
Motilal Oswal Liquid Fund Direct Growth,1246.1754,5.37,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
Tata Gilt Securities Fund Direct Growth,1255.57260232,6.05,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Quant Dynamic Asset Allocation Fund Direct Growth,1153.9043,NA,https://assets-netstorage.groww.in/mf-assets/logos/escorts_groww.png
Bandhan Banking and PSU Fund Direct Growth,13253.2635,6.19,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
ICICI Prudential Nifty200 Quality 30 Index Fund Direct Growth,19.57082912,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
UTI Short Duration Direct Growth,3295.0269,7.63,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
DSP Nifty Healthcare Index Fund Direct Growth,12.1528,NA,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Aditya Birla Sun Life Nifty 50 Index Fund Direct Growth,1121.2117,17.93,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Tata Value Fund Direct Growth,8347.75599244,22.07,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Samco Active Momentum Fund Direct Growth,822.0383,NA,https://assets-netstorage.groww.in/mf-assets/logos/samco_groww.png
Bajaj Finserv Consumption Fund Direct Growth,617.397601,NA,https://assets-netstorage.groww.in/mf-assets/logos/bajaj_groww.png
Axis Credit Risk Fund Direct Growth,365.1947,7.75,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Quant Consumption Fund Direct Growth,233.5534,NA,https://assets-netstorage.groww.in/mf-assets/logos/escorts_groww.png
UTI Quant Fund Direct Growth,1718.15670724,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
ICICI Prudential Nifty Top 15 Equal Weight Index Fund Direct Growth,14.60671738,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Kotak Healthcare Fund Direct Growth,466.9184,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Edelweiss ASEAN Equity Off Shore Fund Direct Growth,126.7606,12.34,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
SBI Equity Minimum Variance Fund Direct Growth,224.2957,17.6,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
Kotak Transportation & Logistics Fund Direct Growth,489.2253,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Invesco India Multi Asset Allocation Fund Direct Growth,462.191,NA,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
Edelweiss Arbitrage Fund Direct Growth,15930.8765,6.44,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
HDFC NIFTY 100 Equal Weight Index Fund Direct Growth,372.3602,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Bandhan Retirement Fund Direct Growth,180.5961,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Franklin India Large Cap Fund Direct Growth,7689.73915952,20.48,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
UTI Nifty Midcap 150 Quality 50 Index Fund Direct Growth,258.3694,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
HDFC Business Cycle Fund Direct Growth,2888.3158,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
ITI Multi Cap Fund Direct Growth,1261.31700446,21.43,https://assets-netstorage.groww.in/mf-assets/logos/iti_groww.png
Invesco India Business Cycle Fund Direct Growth,656.8922,NA,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
Nippon India Nivesh Lakshya Long Duration Fund Direct Growth,9533.3205,6.11,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
SBI Income Plus Arbitrage Active FoF Direct Growth,2004.8895,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
Nippon India Focused Fund Direct Growth,8419.8738,22.9,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
UTI Aggressive Hybrid Fund Direct Fund Growth,6301.5947,20.51,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Baroda BNP Paribas Large Cap Fund Direct Growth,2646.181,19.76,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Mahindra Manulife Manufacturing Fund Direct Growth,805.6828,NA,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
Bandhan Nifty Midcap 150 Index Fund Direct Growth,27.5522,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
SBI Comma Fund Direct Growth,702.4445,21.22,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
Tata Liquid Fund Direct Growth,20403.82086403,5.72,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Bajaj Finserv Nifty Next 50 Index Fund Direct Growth,10.036702,NA,https://assets-netstorage.groww.in/mf-assets/logos/bajaj_groww.png
Axis Strategic Bond Fund Direct Growth,1887.945702,7.62,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Edelweiss Multi Asset Allocation Fund Direct Growth,2242.14611206,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Tata Nifty Financial Services Index Fund Direct Growth,79.89798329,NA,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Bandhan Nifty Total Market Index Fund Direct Growth,40.3525,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
UTI ELSS Tax Saver Fund Direct Growth,3664.0702,19.25,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Tata BSE Sensex Index Direct,389.43311325,16.87,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Angel One Nifty 50 Index Fund Direct Growth,36.02713074,NA,https://assets-netstorage.groww.in/mf-assets/logos/angel_groww.png
Nippon India Retirement Fund Wealth Creation Scheme Direct Growth,3144.0575,21.98,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
ICICI Prudential Nifty Alpha Low Volatility 30 ETF FOF Direct Growth,939.23760525,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Quantum Multi Asset Allocation Fund Direct Growth,38.4648,NA,https://assets-netstorage.groww.in/mf-assets/logos/quantum_groww.png
Bajaj Finserv ELSS Tax Saver Fund Direct Growth,61.969296,NA,https://assets-netstorage.groww.in/mf-assets/logos/bajaj_groww.png
Sundaram Large and Mid Cap Fund Direct Growth,6650.71219599,21.71,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
Bandhan Corporate Bond Fund Direct Growth,15929.1637,6.28,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
WhiteOak Capital Balanced Advantage Fund Direct Growth,1811.88381047,NA,https://assets-netstorage.groww.in/mf-assets/logos/whiteoak_groww.png
Mahindra Manulife Large & Mid Cap Fund Direct Growth,2612.6961,23.73,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
Edelweiss BSE Internet Economy Index Fund Direct Growth,25.8166,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Sundaram Business Cycle Fund Direct Growth,1783.73840463,NA,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
Canara Robeco Consumer Trends Fund Direct Growth,1912.6252,22.42,https://assets-netstorage.groww.in/mf-assets/logos/canara_groww.png
Motilal Oswal BSE Financials ex Bank 30 Index Fund Direct Growth,21.3147,NA,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
Union Flexi Cap Fund Direct Growth,2321.1663,20.75,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
Edelweiss Large Cap Fund Direct Growth,1286.65670544,19.97,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
JM Large Cap Fund Direct Plan Growth,489.62445711,18.0,https://assets-netstorage.groww.in/mf-assets/logos/jm_groww.png
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund Direct Growth,8670.6602,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
ICICI Prudential Money Market Direct Growth,37886.78159805,6.19,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Kotak Nifty 200 Quality 30 Index Fund Direct Growth,12.2414,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Kotak Medium Term Fund Direct Growth,1832.0995,7.76,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Navi Liquid Fund Direct Growth,69.332518,5.56,https://assets-netstorage.groww.in/mf-assets/logos/peerless_groww.png
Motilal Oswal Focused Fund Direct Growth,1464.4941,14.08,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
Invesco India Credit Risk Fund Direct Growth,151.6256,7.82,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
Mirae Asset Nifty 200 Alpha 30 ETF FoF Direct Growth,204.6485,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
Kotak Balanced Advantage Fund Direct Growth,17339.31534408,13.08,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Baroda BNP Paribas Dividend Yield Fund Direct Growth,924.2433,NA,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Axis Ultra Short Duration Fund Direct Growth,6763.83663082,6.32,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Kotak Nifty India Tourism Index Fund Direct Growth,31.8174,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
ICICI Prudential Floating Interest Fund Direct Plan Growth,7554.779099,7.15,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Navi ELSS Tax Saver Nifty 50 Index Fund Direct Growth,99.318646,NA,https://assets-netstorage.groww.in/mf-assets/logos/peerless_groww.png
Navi Large & Midcap Fund Direct Growth,311.322466,20.88,https://assets-netstorage.groww.in/mf-assets/logos/peerless_groww.png
Invesco India Manufacturing Fund Direct Growth,779.0372,NA,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
Sundaram Ultra Short Duration Fund Direct Growth,2198.52505389,6.09,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
WhiteOak Capital Large Cap Fund Direct Growth,1014.16610454,NA,https://assets-netstorage.groww.in/mf-assets/logos/whiteoak_groww.png
Axis Balanced Advantage Fund Direct Growth,3489.44912279,14.52,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Aditya Birla Sun Life Consumption Direct Fund Growth,6323.5034,21.88,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Kotak Multi Asset Allocator FoF Dynamic Direct Growth,1857.7912,20.33,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Franklin India Aggressive Hybrid Fund Direct Growth,2245.11314705,19.16,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
Aditya Birla Sun Life Dynamic Bond Retail Fund Direct Growth,1913.92690531,7.53,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
ICICI Prudential Nifty Private Bank Index Fund Direct Growth,7.72698073,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Sundaram Flexi Cap Fund Direct Growth,2069.08638448,NA,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
HSBC Low Duration Fund Direct Growth,813.1299,6.63,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
Baroda BNP Paribas Credit Risk Fund Direct Growth,192.0496,10.5,https://assets-netstorage.groww.in/mf-assets/logos/baroda_groww.png
Kotak Dynamic Bond Fund Direct Growth,2776.957,6.76,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Tata Income Plus Arbitrage Active FoF Direct Growth,309.35545629,NA,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Franklin India ELSS Tax Saver Fund Direct Growth,6537.22377967,24.75,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
ICICI Prudential Passive Strategy Fund (FOF) Direct Growth,197.84478471,21.13,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
UTI BSE Low Volatility Index Fund Direct Growth,564.526,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Mirae Asset Nifty India New Age Consumption ETF FoF Direct Growth,15.3725,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
ICICI Prudential Equity Minimum Variance Fund Direct Growth,3693.64282762,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
WhiteOak Capital Balanced Hybrid Fund Direct Growth,215.12320133,NA,https://assets-netstorage.groww.in/mf-assets/logos/whiteoak_groww.png
Aditya Birla Sun Life Overnight Fund Direct Growth,9056.4189,5.3,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Kotak Nifty Midcap 150 Index Fund Direct Growth,8.9717,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Kotak Overnight Fund Direct Growth,7177.4577,5.29,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Kotak Focused Fund Direct Growth,3636.2312,21.43,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
UTI Balanced Advantage Fund Direct Growth,2999.8451135,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
ITI Flexi Cap Fund Direct Growth,1183.40280484,NA,https://assets-netstorage.groww.in/mf-assets/logos/iti_groww.png
ITI Large & Mid Cap Fund Direct Growth,839.14140378,NA,https://assets-netstorage.groww.in/mf-assets/logos/iti_groww.png
DSP Regular Savings Fund Direct Growth,177.4962,9.97,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Franklin India Large & Mid Cap Fund Direct Growth,3558.19247845,22.49,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
Baroda BNP Paribas India Consumption Fund Direct Growth,1512.0447,21.9,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Aditya Birla Sun Life Infrastructure Direct Fund Growth,1120.43860321,30.43,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
HDFC Arbitrage Fund Wholesale Direct Growth,21771.3335,6.21,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
PGIM India Retirement Fund Direct Growth,90.7768,NA,https://assets-netstorage.groww.in/mf-assets/logos/dhfl_groww.png
Edelweiss Nifty Next 50 Index Fund Direct Growth,153.7265,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Axis Banking & PSU Debt Direct Plan Growth,13112.4332179,6.16,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
TRUSTMF Flexi Cap Fund Direct Growth,1107.60951215,NA,https://assets-netstorage.groww.in/mf-assets/logos/trust_groww.png
Mahindra Manulife Ultra Short Duration Fund Direct Growth,209.2368,6.07,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
Quant Equity Savings Fund Direct Growth,34.09760002,NA,https://assets-netstorage.groww.in/mf-assets/logos/escorts_groww.png
Baroda BNP Paribas Retirement Fund Direct Growth,380.6341,NA,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Templeton India Value Fund Direct Plan Growth,2208.54487603,28.56,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
Aditya Birla Sun Life CRISIL IBX Gilt June 2027 Index Fund Direct Growth,11.6827,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Tata BSE Quality Index Fund Direct Growth,48.58632718,NA,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Axis Multi Asset Allocation Direct Plan Growth,1527.68450825,15.51,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Union Multi Asset Allocation Fund Direct Growth,766.455,NA,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
360 ONE Multi Asset Allocation Fund Direct Growth,120.30836363,NA,https://assets-netstorage.groww.in/mf-assets/logos/iifl_groww.png
UTI Nifty200 Quality 30 Index Fund Direct Growth,649.2584,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Aditya Birla Sun Life Dividend Yield Fund Direct Growth,1432.4539,22.81,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
DSP Nifty 50 Index Fund Direct Growth,824.5625,18.03,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Invesco India Aggressive Hybrid Fund Direct Growth,768.7922,17.47,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
Bandhan Government Securities Fund Constant Maturity Direct Growth,345.6076,5.88,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Franklin India Dynamic Asset Allocation Active FoF Direct Growth,1288.37170492,19.69,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
ICICI Prudential Savings Fund Direct Plan Growth,27162.02704089,6.51,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Kotak Business Cycle Fund Direct Growth,2914.4849,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Mahindra Manulife Focused Fund Direct Growth,2120.1217,NA,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
Aditya Birla Sun Life Equity Savings Fund Direct Growth,856.80050419,10.42,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Bank of India Consumption Fund Direct Growth,384.191,NA,https://assets-netstorage.groww.in/mf-assets/logos/boi_groww.png
Kotak Manufacture in India Fund Direct Growth,2445.5252,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Bandhan Arbitrage Fund Direct Growth,8369.2162,6.29,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Kotak CRISIL IBX AAA Financial Services Index Sep 2027 Fund Direct Growth,443.5118,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Union Multicap Fund Direct Growth,1147.6789,NA,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
Aditya Birla Sun Life Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund Direct Growth,8820.1786,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Kotak Nifty Top 10 Equal Weight Index Fund Direct Growth,19.442,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Mirae Asset Nifty LargeMidcap 250 Index Fund Direct Growth,23.0945,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
Union Active Momentum Fund Direct Growth,457.228,NA,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF Direct Growth,1496.3065478,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Mirae Asset Focused Fund Direct Growth,7852.3458,17.84,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
Bandhan BSE Healthcare Index Fund Direct Growth,18.2886,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Motilal Oswal BSE Low Volatility Index Fund Direct Growth,112.7495,NA,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
DSP BSE Sensex Next 30 Index Fund Direct Growth,11.4231,NA,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Aditya Birla Sun Life Nifty Next 50 Index Fund Direct Growth,201.4988,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
DSP Nifty Midcap 150 Quality 50 Index Fund Direct Growth,459.2632,NA,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
HSBC Multi Asset Allocation Fund Direct Growth,2171.7317,NA,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
DSP Strategic Bond Direct Plan Growth,1471.9579,6.26,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Kotak Corporate Bond Fund Direct Growth,17612.0306,6.61,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Bajaj Finserv Liquid Fund Direct Growth,5095.5375,NA,https://assets-netstorage.groww.in/mf-assets/logos/bajaj_groww.png
ICICI Prudential Constant Maturity Gilt Fund Direct Growth,2534.53532708,6.1,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
WhiteOak Capital ESG Best In Class Strategy Fund Direct Growth,67.85990025,NA,https://assets-netstorage.groww.in/mf-assets/logos/whiteoak_groww.png
UTI Dividend Yield Fund Direct Growth,3793.5954,22.17,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Bank of India Business Cycle Fund Direct Growth,543.1069,NA,https://assets-netstorage.groww.in/mf-assets/logos/boi_groww.png
Quantum Multi Asset Active FoF Direct Growth,66.7659,11.71,https://assets-netstorage.groww.in/mf-assets/logos/quantum_groww.png
Aditya Birla Sun Life Floating Rate Direct Fund Growth,13506.68784341,6.56,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
ICICI Prudential Housing Opportunities Fund Direct Growth,2284.09586515,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
ICICI Prudential Nifty Bank Index Fund Direct Growth,597.99125168,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
DSP Income Plus Arbitrage FoF Direct Growth,1459.832,7.89,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Aditya Birla Sun Life Regular Savings Fund Direct Growth,1530.6471,11.92,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
HDFC Gilt Fund Direct Growth,2939.6407,5.78,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Baroda BNP Paribas Gilt Fund Direct Growth,1345.5568,6.02,https://assets-netstorage.groww.in/mf-assets/logos/baroda_groww.png
Axis CRISIL IBX AAA Bond NBFC Jun 2027 Index Fund Direct Growth,905.8843,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Mahindra Manulife Banking & Financial Services Fund Direct Growth,303.8032,NA,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
HSBC Consumption Fund Direct Growth,1645.0133,NA,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
Samco Multi Asset Allocation Fund Direct Growth,319.2639,NA,https://assets-netstorage.groww.in/mf-assets/logos/samco_groww.png
Bandhan Nifty 100 Index Fund Direct Growth,192.6505,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
DSP Business Cycle Fund Direct Growth,1124.0124,NA,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Mirae Asset Ultra Short Duration Fund Direct Growth,1766.2968,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
ITI Bharat Consumption Fund Direct Growth,265.8016,NA,https://assets-netstorage.groww.in/mf-assets/logos/iti_groww.png
PGIM India Overnight Fund Direct Growth,68.342,5.3,https://assets-netstorage.groww.in/mf-assets/logos/dhfl_groww.png
Bajaj Finserv Money Market Fund Direct Growth,6563.2576,NA,https://assets-netstorage.groww.in/mf-assets/logos/bajaj_groww.png
UTI Value Fund Direct Growth,9671.7599,22.59,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
PGIM India ELSS Tax Saver Fund Direct Growth,763.3548,21.37,https://assets-netstorage.groww.in/mf-assets/logos/dhfl_groww.png
Tata Housing Opportunities Fund Direct Growth,523.73950384,NA,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Unifi Flexi Cap Fund Direct Growth,140.04375722,NA,https://assets-netstorage.groww.in/mf-assets/logos/unifi_groww.png
Kotak Income Plus Arbitrage Omni FoF Direct Growth,5860.8053,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Sundaram Low Duration Fund Direct Growth,568.73573777,7.8,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
Edelweiss Nifty 50 Index Fund Direct Growth,186.7112,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Aditya Birla Sun Life Large & Mid Cap Fund Direct Growth,5636.4252,17.84,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
UTI Innovation Fund Direct Growth,839.1766,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Edelweiss Nifty Alpha Low Volatility 30 Index Fund Direct Growth,151.4437,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Nippon India Banking and PSU Fund Direct Growth,5531.5385,6.46,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
Aditya Birla Sun Life Banking & Financial Services Fund Direct Growth,3374.4707,23.16,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Mahindra Manulife Flexi Cap Fund Direct Growth,1509.3296,NA,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
Motilal Oswal 5 Year G Sec FoF Direct Growth,50.0042,NA,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
Mirae Asset Liquid Fund Direct Growth,13790.6689,5.75,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
Helios Balanced Advantage Fund Direct Growth,294.53460089,NA,https://assets-netstorage.groww.in/mf-assets/logos/helios_groww.png
Sundaram Large Cap Fund Direct Growth,3302.40914622,18.01,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
Axis Business Cycles Fund Direct Growth,2274.058898,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Shriram Flexi Cap Fund Direct Growth,133.198,15.98,https://assets-netstorage.groww.in/mf-assets/logos/shriram_groww.png
NJ ELSS Tax Saver Scheme Direct Growth,292.89939,NA,https://assets-netstorage.groww.in/mf-assets/logos/nj_groww.png
Aditya Birla Sun Life Value Direct Fund Growth,5879.08912224,23.31,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Franklin India Floating Rate Fund Direct Growth,350.64216078,6.88,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund Direct Growth,7132.1487,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Mahindra Manulife Large Cap Fund Direct Growth,704.2441,20.49,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
UTI Liquid Direct Growth,25036.708,5.74,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
WhiteOak Capital Banking & Financial Services Fund Direct Growth,468.17930123,NA,https://assets-netstorage.groww.in/mf-assets/logos/whiteoak_groww.png
Bajaj Finserv Equity Savings Fund Direct Growth,25.7392,NA,https://assets-netstorage.groww.in/mf-assets/logos/bajaj_groww.png
Mirae Asset Money Market Fund Direct Growth,3839.2334,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
Kotak Nifty 50 Equal Weight Index Fund Direct Growth,19.8973,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Mirae Asset Equity Savings Fund Direct Growth,1615.1195,13.13,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
Kotak Liquid Direct Growth,40674.6782,5.71,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Mirae Asset Short Duration Fund Direct Growth,896.3408,6.48,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
BHARAT Bond FOF April 2030 Direct Growth,9637.0845,6.98,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Nippon India Dynamic Bond Fund Direct Growth,4362.485,6.5,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
UTI Credit Risk Fund Direct Growth,274.9573,10.19,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
